Date,Source,StartTime,EndTime,DeltaTime,start_time,end_time,source_class,source_class_specific
28-Jul,Vessel noise,13:06,13:47,0:41,2018.07.28T13:06:00.000,2018.07.28T13:47:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,14:10,14:57,0:47,2018.07.28T14:10:00.000,2018.07.28T14:57:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,16:31,17:15,0:44,2018.07.28T16:31:00.000,2018.07.28T17:15:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,17:47,18:29,0:42,2018.07.28T17:47:00.000,2018.07.28T18:29:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,18:52,19:38,0:46,2018.07.28T18:52:00.000,2018.07.28T19:38:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,20:02,20:44,0:42,2018.07.28T20:02:00.000,2018.07.28T20:44:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,21:08,21:54,0:46,2018.07.28T21:08:00.000,2018.07.28T21:54:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,22:15,22:56,0:41,2018.07.28T22:15:00.000,2018.07.28T22:56:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,23:22,23:59,0:37,2018.07.28T23:22:00.000,2018.07.28T23:59:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,0:00,0:03,0:03,2018.07.29T00:00:00.000,2018.07.29T00:03:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,0:24,1:05,0:41,2018.07.29T00:24:00.000,2018.07.29T01:05:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,1:29,2:16,0:47,2018.07.29T01:29:00.000,2018.07.29T02:16:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,2:39,3:21,0:42,2018.07.29T02:39:00.000,2018.07.29T03:21:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,3:43,4:29,0:46,2018.07.29T03:43:00.000,2018.07.29T04:29:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,4:52,5:34,0:42,2018.07.29T04:52:00.000,2018.07.29T05:34:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,5:55,6:40,0:45,2018.07.29T05:55:00.000,2018.07.29T06:40:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,7:04,7:47,0:43,2018.07.29T07:04:00.000,2018.07.29T07:47:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,8:08,8:54,0:46,2018.07.29T08:08:00.000,2018.07.29T08:54:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,9:13,9:53,0:40,2018.07.29T09:13:00.000,2018.07.29T09:53:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,10:17,11:02,0:45,2018.07.29T10:17:00.000,2018.07.29T11:02:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,11:24,12:07,0:43,2018.07.29T11:24:00.000,2018.07.29T12:07:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,12:29,13:15,0:46,2018.07.29T12:29:00.000,2018.07.29T13:15:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,13:38,14:14,0:36,2018.07.29T13:38:00.000,2018.07.29T14:14:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,14:43,15:26,0:43,2018.07.29T14:43:00.000,2018.07.29T15:26:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,15:52,16:18,0:26,2018.07.29T15:52:00.000,2018.07.29T16:18:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,17:05,17:40,0:35,2018.07.29T17:05:00.000,2018.07.29T17:40:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,18:04,18:46,0:42,2018.07.29T18:04:00.000,2018.07.29T18:46:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,19:09,19:56,0:47,2018.07.29T19:09:00.000,2018.07.29T19:56:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,20:21,21:01,0:40,2018.07.29T20:21:00.000,2018.07.29T21:01:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,21:26,22:11,0:45,2018.07.29T21:26:00.000,2018.07.29T22:11:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,22:35,23:16,0:41,2018.07.29T22:35:00.000,2018.07.29T23:16:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,23:44,23:59,0:15,2018.07.29T23:44:00.000,2018.07.29T23:59:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,0:00,0:25,0:25,2018.07.30T00:00:00.000,2018.07.30T00:25:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,0:49,1:23,0:34,2018.07.30T00:49:00.000,2018.07.30T01:23:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,1:53,2:38,0:45,2018.07.30T01:53:00.000,2018.07.30T02:38:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,3:05,3:45,0:40,2018.07.30T03:05:00.000,2018.07.30T03:45:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,4:11,4:58,0:47,2018.07.30T04:11:00.000,2018.07.30T04:58:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,5:24,6:01,0:37,2018.07.30T05:24:00.000,2018.07.30T06:01:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,6:34,7:16,0:42,2018.07.30T06:34:00.000,2018.07.30T07:16:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,7:45,8:18,0:33,2018.07.30T07:45:00.000,2018.07.30T08:18:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,8:50,9:33,0:43,2018.07.30T08:50:00.000,2018.07.30T09:33:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,10:11,10:50,0:39,2018.07.30T10:11:00.000,2018.07.30T10:50:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,11:14,11:59,0:45,2018.07.30T11:14:00.000,2018.07.30T11:59:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,12:40,13:15,0:35,2018.07.30T12:40:00.000,2018.07.30T13:15:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,13:45,14:31,0:46,2018.07.30T13:45:00.000,2018.07.30T14:31:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,15:09,15:45,0:36,2018.07.30T15:09:00.000,2018.07.30T15:45:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,16:42,17:00,0:18,2018.07.30T16:42:00.000,2018.07.30T17:00:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,17:47,18:25,0:38,2018.07.30T17:47:00.000,2018.07.30T18:25:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,18:52,19:38,0:46,2018.07.30T18:52:00.000,2018.07.30T19:38:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,20:39,21:23,0:44,2018.07.30T20:39:00.000,2018.07.30T21:23:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,21:45,22:32,0:47,2018.07.30T21:45:00.000,2018.07.30T22:32:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,23:43,23:59,0:16,2018.07.30T23:43:00.000,2018.07.30T23:59:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,0:00,0:28,0:28,2018.07.31T00:00:00.000,2018.07.31T00:28:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,0:49,1:34,0:45,2018.07.31T00:49:00.000,2018.07.31T01:34:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,2:37,3:20,0:43,2018.07.31T02:37:00.000,2018.07.31T03:20:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,3:44,4:29,0:45,2018.07.31T03:44:00.000,2018.07.31T04:29:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,5:28,6:11,0:43,2018.07.31T05:28:00.000,2018.07.31T06:11:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,6:33,7:20,0:47,2018.07.31T06:33:00.000,2018.07.31T07:20:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,9:30,10:15,0:45,2018.07.31T09:30:00.000,2018.07.31T10:15:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,11:19,11:56,0:37,2018.07.31T11:19:00.000,2018.07.31T11:56:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,12:26,13:14,0:48,2018.07.31T12:26:00.000,2018.07.31T13:14:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,14:22,15:06,0:44,2018.07.31T14:22:00.000,2018.07.31T15:06:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,15:28,16:15,0:47,2018.07.31T15:28:00.000,2018.07.31T16:15:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,17:23,18:06,0:43,2018.07.31T17:23:00.000,2018.07.31T18:06:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,18:29,19:15,0:46,2018.07.31T18:29:00.000,2018.07.31T19:15:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,20:22,21:05,0:43,2018.07.31T20:22:00.000,2018.07.31T21:05:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,21:32,22:16,0:44,2018.07.31T21:32:00.000,2018.07.31T22:16:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,23:33,23:59,0:26,2018.07.31T23:33:00.000,2018.07.31T23:59:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,0:00,0:16,0:16,2018.08.01T00:00:00.000,2018.08.01T00:16:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,0:39,1:26,0:47,2018.08.01T00:39:00.000,2018.08.01T01:26:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,7:22,8:09,0:47,2018.08.01T07:22:00.000,2018.08.01T08:09:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,9:53,10:13,0:20,2018.08.01T09:53:00.000,2018.08.01T10:13:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,10:38,11:26,0:48,2018.08.01T10:38:00.000,2018.08.01T11:26:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,12:42,13:23,0:41,2018.08.01T12:42:00.000,2018.08.01T13:23:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,15:56,16:25,0:29,2018.08.01T15:56:00.000,2018.08.01T16:25:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,19:05,19:36,0:31,2018.08.01T19:05:00.000,2018.08.01T19:36:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,20:33,20:56,0:23,2018.08.01T20:33:00.000,2018.08.01T20:56:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,22:17,22:59,0:42,2018.08.01T22:17:00.000,2018.08.01T22:59:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,23:23,23:59,0:36,2018.08.01T23:23:00.000,2018.08.01T23:59:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,0:00,0:10,0:10,2018.08.02T00:00:00.000,2018.08.02T00:10:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,1:27,2:07,0:40,2018.08.02T01:27:00.000,2018.08.02T02:07:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,2:35,3:20,0:45,2018.08.02T02:35:00.000,2018.08.02T03:20:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,4:28,5:12,0:44,2018.08.02T04:28:00.000,2018.08.02T05:12:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,5:36,6:22,0:46,2018.08.02T05:36:00.000,2018.08.02T06:22:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,7:25,8:07,0:42,2018.08.02T07:25:00.000,2018.08.02T08:07:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,8:32,9:17,0:45,2018.08.02T08:32:00.000,2018.08.02T09:17:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,10:40,11:01,0:21,2018.08.02T10:40:00.000,2018.08.02T11:01:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,11:25,12:09,0:44,2018.08.02T11:25:00.000,2018.08.02T12:09:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,13:07,13:49,0:42,2018.08.02T13:07:00.000,2018.08.02T13:49:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,14:12,14:57,0:45,2018.08.02T14:12:00.000,2018.08.02T14:57:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,16:53,17:40,0:47,2018.08.02T16:53:00.000,2018.08.02T17:40:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,18:23,19:06,0:43,2018.08.02T18:23:00.000,2018.08.02T19:06:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,19:37,20:23,0:46,2018.08.02T19:37:00.000,2018.08.02T20:23:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,21:02,21:46,0:44,2018.08.02T21:02:00.000,2018.08.02T21:46:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,22:09,22:55,0:46,2018.08.02T22:09:00.000,2018.08.02T22:55:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,23:31,23:59,0:28,2018.08.02T23:31:00.000,2018.08.02T23:59:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,0:00,0:15,0:15,2018.08.03T00:00:00.000,2018.08.03T00:15:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,0:36,1:23,0:47,2018.08.03T00:36:00.000,2018.08.03T01:23:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,1:59,2:43,0:44,2018.08.03T01:59:00.000,2018.08.03T02:43:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,3:06,3:51,0:45,2018.08.03T03:06:00.000,2018.08.03T03:51:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,4:29,5:14,0:45,2018.08.03T04:29:00.000,2018.08.03T05:14:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,5:34,6:20,0:46,2018.08.03T05:34:00.000,2018.08.03T06:20:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,7:01,7:44,0:43,2018.08.03T07:01:00.000,2018.08.03T07:44:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,8:05,8:52,0:47,2018.08.03T08:05:00.000,2018.08.03T08:52:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,9:34,10:17,0:43,2018.08.03T09:34:00.000,2018.08.03T10:17:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,10:38,11:25,0:47,2018.08.03T10:38:00.000,2018.08.03T11:25:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,13:08,13:53,0:45,2018.08.03T13:08:00.000,2018.08.03T13:53:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,15:36,16:24,0:48,2018.08.03T15:36:00.000,2018.08.03T16:24:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,17:00,17:42,0:42,2018.08.03T17:00:00.000,2018.08.03T17:42:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,18:05,18:48,0:43,2018.08.03T18:05:00.000,2018.08.03T18:48:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,19:26,20:07,0:41,2018.08.03T19:26:00.000,2018.08.03T20:07:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,20:27,21:13,0:46,2018.08.03T20:27:00.000,2018.08.03T21:13:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,21:47,22:29,0:42,2018.08.03T21:47:00.000,2018.08.03T22:29:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,22:52,23:40,0:48,2018.08.03T22:52:00.000,2018.08.03T23:40:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,1:22,2:09,0:47,2018.08.04T01:22:00.000,2018.08.04T02:09:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,2:45,3:28,0:43,2018.08.04T02:45:00.000,2018.08.04T03:28:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,3:49,4:36,0:47,2018.08.04T03:49:00.000,2018.08.04T04:36:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,5:12,5:56,0:44,2018.08.04T05:12:00.000,2018.08.04T05:56:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,6:17,7:01,0:44,2018.08.04T06:17:00.000,2018.08.04T07:01:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,7:42,8:22,0:40,2018.08.04T07:42:00.000,2018.08.04T08:22:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,8:45,9:33,0:48,2018.08.04T08:45:00.000,2018.08.04T09:33:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,10:10,10:53,0:43,2018.08.04T10:10:00.000,2018.08.04T10:53:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,11:15,12:02,0:47,2018.08.04T11:15:00.000,2018.08.04T12:02:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,12:42,13:25,0:43,2018.08.04T12:42:00.000,2018.08.04T13:25:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,13:46,14:34,0:48,2018.08.04T13:46:00.000,2018.08.04T14:34:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,15:15,15:57,0:42,2018.08.04T15:15:00.000,2018.08.04T15:57:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,16:20,17:08,0:48,2018.08.04T16:20:00.000,2018.08.04T17:08:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,17:52,18:35,0:43,2018.08.04T17:52:00.000,2018.08.04T18:35:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,18:58,19:43,0:45,2018.08.04T18:58:00.000,2018.08.04T19:43:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,20:22,21:06,0:44,2018.08.04T20:22:00.000,2018.08.04T21:06:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,21:27,22:12,0:45,2018.08.04T21:27:00.000,2018.08.04T22:12:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,22:57,23:42,0:45,2018.08.04T22:57:00.000,2018.08.04T23:42:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,0:02,0:52,0:50,2018.08.05T00:02:00.000,2018.08.05T00:52:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,1:45,2:25,0:40,2018.08.05T01:45:00.000,2018.08.05T02:25:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,2:48,3:38,0:50,2018.08.05T02:48:00.000,2018.08.05T03:38:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,4:31,5:17,0:46,2018.08.05T04:31:00.000,2018.08.05T05:17:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,5:39,6:25,0:46,2018.08.05T05:39:00.000,2018.08.05T06:25:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,7:22,8:07,0:45,2018.08.05T07:22:00.000,2018.08.05T08:07:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,8:29,9:16,0:47,2018.08.05T08:29:00.000,2018.08.05T09:16:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,10:08,10:51,0:43,2018.08.05T10:08:00.000,2018.08.05T10:51:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,11:12,12:00,0:48,2018.08.05T11:12:00.000,2018.08.05T12:00:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,12:54,13:37,0:43,2018.08.05T12:54:00.000,2018.08.05T13:37:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,13:59,14:46,0:47,2018.08.05T13:59:00.000,2018.08.05T14:46:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,15:35,16:19,0:44,2018.08.05T15:35:00.000,2018.08.05T16:19:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,16:41,17:27,0:46,2018.08.05T16:41:00.000,2018.08.05T17:27:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,18:23,19:03,0:40,2018.08.05T18:23:00.000,2018.08.05T19:03:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,19:36,20:16,0:40,2018.08.05T19:36:00.000,2018.08.05T20:16:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,21:15,21:53,0:38,2018.08.05T21:15:00.000,2018.08.05T21:53:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,0:00,0:45,0:45,2018.08.06T00:00:00.000,2018.08.06T00:45:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,1:07,1:55,0:48,2018.08.06T01:07:00.000,2018.08.06T01:55:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,2:46,3:30,0:44,2018.08.06T02:46:00.000,2018.08.06T03:30:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,3:52,4:38,0:46,2018.08.06T03:52:00.000,2018.08.06T04:38:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,6:29,7:15,0:46,2018.08.06T06:29:00.000,2018.08.06T07:15:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,8:01,8:45,0:44,2018.08.06T08:01:00.000,2018.08.06T08:45:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,9:07,9:54,0:47,2018.08.06T09:07:00.000,2018.08.06T09:54:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,10:38,11:21,0:43,2018.08.06T10:38:00.000,2018.08.06T11:21:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,11:44,12:31,0:47,2018.08.06T11:44:00.000,2018.08.06T12:31:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,13:15,13:58,0:43,2018.08.06T13:15:00.000,2018.08.06T13:58:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,14:22,15:08,0:46,2018.08.06T14:22:00.000,2018.08.06T15:08:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,15:52,16:38,0:46,2018.08.06T15:52:00.000,2018.08.06T16:38:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,16:59,17:46,0:47,2018.08.06T16:59:00.000,2018.08.06T17:46:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,18:30,19:15,0:45,2018.08.06T18:30:00.000,2018.08.06T19:15:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,19:38,20:24,0:46,2018.08.06T19:38:00.000,2018.08.06T20:24:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,21:10,21:55,0:45,2018.08.06T21:10:00.000,2018.08.06T21:55:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,22:16,23:02,0:46,2018.08.06T22:16:00.000,2018.08.06T23:02:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,23:56,23:59,0:03,2018.08.06T23:56:00.000,2018.08.06T23:59:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,0:00,0:38,0:38,2018.08.07T00:00:00.000,2018.08.07T00:38:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,1:03,1:51,0:48,2018.08.07T01:03:00.000,2018.08.07T01:51:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,3:46,4:34,0:48,2018.08.07T03:46:00.000,2018.08.07T04:34:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,5:28,6:10,0:42,2018.08.07T05:28:00.000,2018.08.07T06:10:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,6:35,7:20,0:45,2018.08.07T06:35:00.000,2018.08.07T07:20:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,8:17,9:02,0:45,2018.08.07T08:17:00.000,2018.08.07T09:02:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,9:24,10:12,0:48,2018.08.07T09:24:00.000,2018.08.07T10:12:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,12:21,13:10,0:49,2018.08.07T12:21:00.000,2018.08.07T13:10:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,14:03,14:47,0:44,2018.08.07T14:03:00.000,2018.08.07T14:47:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,15:11,15:57,0:46,2018.08.07T15:11:00.000,2018.08.07T15:57:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,16:52,17:33,0:41,2018.08.07T16:52:00.000,2018.08.07T17:33:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,18:10,18:48,0:38,2018.08.07T18:10:00.000,2018.08.07T18:48:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,19:44,20:27,0:43,2018.08.07T19:44:00.000,2018.08.07T20:27:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,20:51,21:38,0:47,2018.08.07T20:51:00.000,2018.08.07T21:38:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,22:36,23:20,0:44,2018.08.07T22:36:00.000,2018.08.07T23:20:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,23:44,23:59,0:15,2018.08.07T23:44:00.000,2018.08.07T23:59:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,0:00,0:30,0:30,2018.08.08T00:00:00.000,2018.08.08T00:30:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,1:27,2:10,0:43,2018.08.08T01:27:00.000,2018.08.08T02:10:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,2:35,3:21,0:46,2018.08.08T02:35:00.000,2018.08.08T03:21:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,4:04,4:45,0:41,2018.08.08T04:04:00.000,2018.08.08T04:45:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,5:13,5:59,0:46,2018.08.08T05:13:00.000,2018.08.08T05:59:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,6:41,7:22,0:41,2018.08.08T06:41:00.000,2018.08.08T07:22:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,7:45,8:30,0:45,2018.08.08T07:45:00.000,2018.08.08T08:30:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,9:03,9:48,0:45,2018.08.08T09:03:00.000,2018.08.08T09:48:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,10:09,10:56,0:47,2018.08.08T10:09:00.000,2018.08.08T10:56:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,12:33,13:20,0:47,2018.08.08T12:33:00.000,2018.08.08T13:20:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,13:50,14:32,0:42,2018.08.08T13:50:00.000,2018.08.08T14:32:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,14:57,15:47,0:50,2018.08.08T14:57:00.000,2018.08.08T15:47:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,17:31,18:18,0:47,2018.08.08T17:31:00.000,2018.08.08T18:18:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,19:56,20:44,0:48,2018.08.08T19:56:00.000,2018.08.08T20:44:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,22:17,23:07,0:50,2018.08.08T22:17:00.000,2018.08.08T23:07:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,0:39,1:27,0:48,2018.08.09T00:39:00.000,2018.08.09T01:27:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,3:06,3:54,0:48,2018.08.09T03:06:00.000,2018.08.09T03:54:00.000,Anthropogenic,Vessel noise
